SKU	Date	OpenStock	CloseStock	Sales	HasRecord	ReceiptHour	PromoCode	PromoName	Price	ProductName
31054	2025-05-11	86	84	4	1	NULL	-1348|-2395|49153	Combo 2 chai Dầu gạo Nhật Bản Tsuno nguyên chất 1500g|Combo mua Dầu gạo Nhật Bản Tsuno nguyên chất 1500g giá 235k tặng 1 gói Mì Ramen ăn liền Mama 360g (12 góix30g)|HACHI KHUYẾN MÃI (5/5 - 1/6)	258017.326732673	Rice bran oil 1500g
31054	2025-05-12	84	101	3	1	17:00	-1348|-2395|49153	Combo 2 chai Dầu gạo Nhật Bản Tsuno nguyên chất 1500g|Combo mua Dầu gạo Nhật Bản Tsuno nguyên chất 1500g giá 235k tặng 1 gói Mì Ramen ăn liền Mama 360g (12 góix30g)|HACHI KHUYẾN MÃI (5/5 - 1/6)	258017.326732673	Rice bran oil 1500g
31054	2025-05-13	101	100	1	1	NULL	-1348|-2395|49153	Combo 2 chai Dầu gạo Nhật Bản Tsuno nguyên chất 1500g|Combo mua Dầu gạo Nhật Bản Tsuno nguyên chất 1500g giá 235k tặng 1 gói Mì Ramen ăn liền Mama 360g (12 góix30g)|HACHI KHUYẾN MÃI (5/5 - 1/6)	258017.326732673	Rice bran oil 1500g
31054	2025-05-14	100	95	5	1	NULL	-1348|-2395|49153	Combo 2 chai Dầu gạo Nhật Bản Tsuno nguyên chất 1500g|Combo mua Dầu gạo Nhật Bản Tsuno nguyên chất 1500g giá 235k tặng 1 gói Mì Ramen ăn liền Mama 360g (12 góix30g)|HACHI KHUYẾN MÃI (5/5 - 1/6)	258017.326732673	Rice bran oil 1500g
31054	2025-05-15	95	92	3	1	NULL	-1348|-2395|49153	Combo 2 chai Dầu gạo Nhật Bản Tsuno nguyên chất 1500g|Combo mua Dầu gạo Nhật Bản Tsuno nguyên chất 1500g giá 235k tặng 1 gói Mì Ramen ăn liền Mama 360g (12 góix30g)|HACHI KHUYẾN MÃI (5/5 - 1/6)	258017.326732673	Rice bran oil 1500g
31054	2025-05-16	92	90	2	1	NULL	-1348|-2395|49153	Combo 2 chai Dầu gạo Nhật Bản Tsuno nguyên chất 1500g|Combo mua Dầu gạo Nhật Bản Tsuno nguyên chất 1500g giá 235k tặng 1 gói Mì Ramen ăn liền Mama 360g (12 góix30g)|HACHI KHUYẾN MÃI (5/5 - 1/6)	258017.326732673	Rice bran oil 1500g
31054	2025-05-17	90	79	11	1	NULL	-1348|-2395|49153	Combo 2 chai Dầu gạo Nhật Bản Tsuno nguyên chất 1500g|Combo mua Dầu gạo Nhật Bản Tsuno nguyên chất 1500g giá 235k tặng 1 gói Mì Ramen ăn liền Mama 360g (12 góix30g)|HACHI KHUYẾN MÃI (5/5 - 1/6)	258017.326732673	Rice bran oil 1500g
31054	2025-05-18	79	77	2	1	NULL	-1348|-2395|49153	Combo 2 chai Dầu gạo Nhật Bản Tsuno nguyên chất 1500g|Combo mua Dầu gạo Nhật Bản Tsuno nguyên chất 1500g giá 235k tặng 1 gói Mì Ramen ăn liền Mama 360g (12 góix30g)|HACHI KHUYẾN MÃI (5/5 - 1/6)	258017.326732673	Rice bran oil 1500g
31054	2025-05-19	77	84	5	1	16:15	-1348|-2395|49153	Combo 2 chai Dầu gạo Nhật Bản Tsuno nguyên chất 1500g|Combo mua Dầu gạo Nhật Bản Tsuno nguyên chất 1500g giá 235k tặng 1 gói Mì Ramen ăn liền Mama 360g (12 góix30g)|HACHI KHUYẾN MÃI (5/5 - 1/6)	258017.326732673	Rice bran oil 1500g
31054	2025-05-20	84	83	1	1	NULL	-1348|-2395|49153	Combo 2 chai Dầu gạo Nhật Bản Tsuno nguyên chất 1500g|Combo mua Dầu gạo Nhật Bản Tsuno nguyên chất 1500g giá 235k tặng 1 gói Mì Ramen ăn liền Mama 360g (12 góix30g)|HACHI KHUYẾN MÃI (5/5 - 1/6)	258017.326732673	Rice bran oil 1500g
31054	2025-05-21	83	77	9	1	NULL	-1348|-2395|49153	Combo 2 chai Dầu gạo Nhật Bản Tsuno nguyên chất 1500g|Combo mua Dầu gạo Nhật Bản Tsuno nguyên chất 1500g giá 235k tặng 1 gói Mì Ramen ăn liền Mama 360g (12 góix30g)|HACHI KHUYẾN MÃI (5/5 - 1/6)	258017.326732673	Rice bran oil 1500g
31054	2025-05-23	77	75	2	1	NULL	-1348|-2395|49153	Combo 2 chai Dầu gạo Nhật Bản Tsuno nguyên chất 1500g|Combo mua Dầu gạo Nhật Bản Tsuno nguyên chất 1500g giá 235k tặng 1 gói Mì Ramen ăn liền Mama 360g (12 góix30g)|HACHI KHUYẾN MÃI (5/5 - 1/6)	258017.326732673	Rice bran oil 1500g
